iter	Accuracy	Logloss
883	0.9233817701	0.2322880045
884	0.9233817701	0.2322288233
885	0.9233817701	0.2321663913
886	0.9233817701	0.2319566404
887	0.9233817701	0.2316410214
888	0.9233817701	0.2311191583
889	0.9233817701	0.2309768932
890	0.9233817701	0.2309701015
891	0.9233817701	0.2309607626
892	0.9233817701	0.2309171369
893	0.9233817701	0.2309113009
894	0.9233817701	0.2307237348
895	0.9233817701	0.2306264007
896	0.9233817701	0.230581718
897	0.9233817701	0.2303847061
898	0.9233817701	0.2302732839
899	0.9247027741	0.2299803419
900	0.9247027741	0.2299705872
901	0.9247027741	0.2299569838
902	0.9247027741	0.2299550072
903	0.9247027741	0.2294626283
904	0.9247027741	0.2293541637
905	0.9233817701	0.2292163847
906	0.9233817701	0.2290258936
907	0.9233817701	0.2288062251
908	0.9233817701	0.2285694452
909	0.9233817701	0.2284187729
910	0.9247027741	0.2283077366
911	0.9247027741	0.2281308018
912	0.9247027741	0.2281307944
913	0.9233817701	0.2280042391
914	0.9233817701	0.2278183637
915	0.9233817701	0.2278152534
916	0.9233817701	0.2276357777
917	0.9233817701	0.227548415
918	0.9233817701	0.2272688538
919	0.9233817701	0.2270517738
920	0.9233817701	0.2268752215
921	0.9233817701	0.2266747325
922	0.9233817701	0.2265850565
923	0.9233817701	0.2264823975
924	0.9233817701	0.2263315107
925	0.9233817701	0.2262670508
926	0.9233817701	0.2261136272
927	0.9233817701	0.2260240788
928	0.9233817701	0.2260021811
929	0.9233817701	0.2259418599
930	0.9233817701	0.2254117679
931	0.9233817701	0.2252856398
932	0.9233817701	0.2251814367
933	0.9233817701	0.2250375737
934	0.9233817701	0.224616428
935	0.9233817701	0.2244901434
936	0.9233817701	0.2244167539
937	0.9233817701	0.2242485131
938	0.9247027741	0.2240668493
939	0.9247027741	0.224044139
940	0.9247027741	0.2238406888
941	0.9247027741	0.2236930181
942	0.9247027741	0.2236676786
943	0.9247027741	0.2235687657
944	0.9233817701	0.2233837098
945	0.9233817701	0.2233481738
946	0.9233817701	0.2232527126
947	0.9233817701	0.2230777681
948	0.9233817701	0.2230339119
949	0.9233817701	0.2230213654
950	0.9233817701	0.222998153
951	0.9233817701	0.2229745884
952	0.9233817701	0.2229624266
953	0.9233817701	0.2228167568
954	0.9233817701	0.2225207407
955	0.9233817701	0.2224994488
956	0.9233817701	0.222418808
957	0.9233817701	0.2223390981
958	0.9233817701	0.2222838771
959	0.9233817701	0.2222656507
960	0.9247027741	0.2220130005
961	0.9247027741	0.2219519588
962	0.9247027741	0.2217689971
963	0.9233817701	0.221733609
964	0.9247027741	0.2216510807
965	0.9247027741	0.2216455386
966	0.9247027741	0.2215648261
967	0.9247027741	0.2212759389
968	0.9260237781	0.2211486155
969	0.9260237781	0.2210466271
970	0.9260237781	0.2207867527
971	0.9260237781	0.2207862347
972	0.9260237781	0.2205003461
973	0.9260237781	0.2203485831
974	0.9260237781	0.22029055
975	0.9260237781	0.2201588408
976	0.9260237781	0.2201588365
977	0.9260237781	0.2200498864
978	0.9260237781	0.219997963
979	0.9260237781	0.2199395087
980	0.9260237781	0.2199375046
981	0.9260237781	0.2193519246
982	0.9260237781	0.2190875547
983	0.9260237781	0.2189306484
984	0.9260237781	0.2188122455
985	0.9260237781	0.2187692353
986	0.9260237781	0.21861899
987	0.9260237781	0.2184330825
988	0.9260237781	0.2182710594
989	0.9260237781	0.2182130359
990	0.9260237781	0.2181171783
991	0.9260237781	0.2179759671
992	0.9260237781	0.2177905486
993	0.9260237781	0.2177186726
994	0.9260237781	0.2174918209
995	0.9260237781	0.2173115358
996	0.9260237781	0.2172949514
997	0.9260237781	0.2172300554
998	0.927344782	0.2170364663
999	0.928665786	0.2169674852
